model,deployment,id,breed,latency_ms,error
base,gpt-4o,486,Scottish Deerhound,1619.6131999995487,
base,gpt-4o,487,Scottish Deerhound,1580.8858999998847,
base,gpt-4o,488,Scottish Deerhound,1814.56370000069,
base,gpt-4o,489,Scottish Deerhound,1647.370900000169,
base,gpt-4o,490,Sealyham Terrier,1331.3120000002527,
base,gpt-4o,491,Sealyham Terrier,1192.2223999999915,
base,gpt-4o,492,Sealyham Terrier,1328.0785999995715,
base,gpt-4o,493,Sealyham Terrier,1227.755600000819,
base,gpt-4o,494,Sealyham Terrier,1539.0427000002092,
base,gpt-4o,495,Shetland Sheepdog,1648.9424999999756,
base,gpt-4o,496,Shetland Sheepdog,1325.4014000003735,
base,gpt-4o,497,Shetland Sheepdog,1686.6181000004872,
base,gpt-4o,498,Shetland Sheepdog,1697.0649000004414,
base,gpt-4o,499,Shetland Sheepdog,1667.2770000004675,
base,gpt-4o,500,Shih-Tzu,1635.582599999907,
base,gpt-4o,501,Shih-Tzu,1258.183399999325,
base,gpt-4o,502,Shih-Tzu,1370.1439999995273,
base,gpt-4o,503,Shih-Tzu,1649.872900000446,
base,gpt-4o,504,Shih-Tzu,2285.635100000036,
base,gpt-4o,505,Siberian Husky,2297.8229999998803,
base,gpt-4o,506,Siberian Husky,1462.174899999809,
base,gpt-4o,507,Siberian Husky,2356.0099999995145,
base,gpt-4o,508,Siberian Husky,1483.8961999994353,
base,gpt-4o,509,Siberian Husky,1488.4801999996853,
base,gpt-4o,510,Silky Terrier,1644.472400000268,
base,gpt-4o,511,Silky Terrier,1137.6931000004333,
base,gpt-4o,512,Silky Terrier,1403.2483000000866,
base,gpt-4o,513,Silky Terrier,1540.80409999915,
base,gpt-4o,514,Silky Terrier,1682.2321999998167,
base,gpt-4o,515,Soft-Coated Wheaten Terrier,1495.9443999996438,
base,gpt-4o,516,Soft-Coated Wheaten Terrier,1526.326400000471,
base,gpt-4o,517,Soft-Coated Wheaten Terrier,1850.8175999995728,
base,gpt-4o,518,Soft-Coated Wheaten Terrier,1615.7303999998476,
base,gpt-4o,519,Soft-Coated Wheaten Terrier,1302.8595000005225,
base,gpt-4o,520,Staffordshire Bullterrier,2432.8527999996368,
base,gpt-4o,521,Staffordshire Bullterrier,1907.6497000005475,
base,gpt-4o,522,Staffordshire Bullterrier,1232.23550000057,
base,gpt-4o,523,Staffordshire Bullterrier,2149.862600000233,
base,gpt-4o,524,Staffordshire Bullterrier,1351.0833999998795,
base,gpt-4o,525,Standard Poodle,1295.6899999999223,
base,gpt-4o,526,Standard Poodle,1419.1144000005806,
base,gpt-4o,527,Standard Poodle,1848.6027999997532,
base,gpt-4o,528,Standard Poodle,1868.470200000047,
base,gpt-4o,529,Standard Poodle,1599.128799999562,
base,gpt-4o,530,Standard Schnauzer,1654.3415000005552,
base,gpt-4o,531,Standard Schnauzer,1411.494699999821,
base,gpt-4o,532,Standard Schnauzer,1572.048399999403,
base,gpt-4o,533,Standard Schnauzer,1399.074500000097,
base,gpt-4o,534,Standard Schnauzer,1644.237699999394,
base,gpt-4o,535,Sussex Spaniel,1624.7130000001562,
base,gpt-4o,536,Sussex Spaniel,1700.616899999659,
base,gpt-4o,537,Sussex Spaniel,1591.0044999991442,
base,gpt-4o,538,Sussex Spaniel,1659.6042000001034,
base,gpt-4o,539,Sussex Spaniel,1749.399500000436,
base,gpt-4o,540,Tibetan Mastiff,2236.420199999884,
base,gpt-4o,541,Tibetan Mastiff,1574.6739999995043,
base,gpt-4o,542,Tibetan Mastiff,1690.8048999994207,
base,gpt-4o,543,Tibetan Mastiff,1234.6317000001363,
base,gpt-4o,544,Tibetan Mastiff,1587.9525999998805,
base,gpt-4o,545,Tibetan Terrier,1606.6956999993636,
base,gpt-4o,546,Tibetan Terrier,1954.7827999995206,
base,gpt-4o,547,Tibetan Terrier,1792.0876999996835,
base,gpt-4o,548,Tibetan Terrier,2179.74680000043,
base,gpt-4o,549,Tibetan Terrier,1639.6818000002895,
base,gpt-4o,550,Toy Poodle,1548.9761999997427,
base,gpt-4o,551,Toy Poodle,1619.865700000446,
base,gpt-4o,552,Toy Poodle,1537.1532999997726,
base,gpt-4o,553,Toy Poodle,1664.9226999998064,
base,gpt-4o,554,Toy Poodle,1900.0346000002537,
base,gpt-4o,555,Toy Terrier,1700.8400000004258,
base,gpt-4o,556,Toy Terrier,1633.1382999997004,
base,gpt-4o,557,Toy Terrier,1550.4071999994267,
base,gpt-4o,558,Toy Terrier,1576.1591000000408,
base,gpt-4o,559,Toy Terrier,1662.089699999342,
base,gpt-4o,560,Vizsla,1895.9148000003552,
base,gpt-4o,561,Vizsla,1614.8733999998512,
base,gpt-4o,562,Vizsla,1706.47579999968,
base,gpt-4o,563,Vizsla,1395.2308000007179,
base,gpt-4o,564,Vizsla,1456.2201999997342,
base,gpt-4o,565,Walker Hound,1543.1605999992826,
base,gpt-4o,566,Walker Hound,1514.1601999994236,
base,gpt-4o,567,Walker Hound,1740.686000000096,
base,gpt-4o,568,Walker Hound,1499.687499999709,
base,gpt-4o,569,Walker Hound,1668.8594999995985,
base,gpt-4o,570,Weimaraner,1341.5914999995948,
base,gpt-4o,571,Weimaraner,1530.9239999996862,
base,gpt-4o,572,Weimaraner,1610.6506999994963,
base,gpt-4o,573,Weimaraner,1772.3794000003181,
base,gpt-4o,574,Weimaraner,1885.5483999996068,
base,gpt-4o,575,Welsh Springer Spaniel,1815.847799999574,
base,gpt-4o,576,Welsh Springer Spaniel,1731.8003000000317,
base,gpt-4o,577,Welsh Springer Spaniel,1693.455200000244,
base,gpt-4o,578,Welsh Springer Spaniel,1948.6993999998958,
base,gpt-4o,579,Welsh Springer Spaniel,1543.6577999998917,
base,gpt-4o,580,West Highland White Terrier,1668.953700000202,
base,gpt-4o,581,West Highland White Terrier,1988.026400000308,
base,gpt-4o,582,West Highland White Terrier,1436.7630000006102,
base,gpt-4o,583,West Highland White Terrier,1826.5033999996376,
base,gpt-4o,584,West Highland White Terrier,1327.3675999998886,
base,gpt-4o,585,Whippet,1783.74950000034,
base,gpt-4o,586,Whippet,2036.2113000001045,
base,gpt-4o,587,Whippet,1637.6033999995343,
base,gpt-4o,588,Whippet,1383.3169999998063,
base,gpt-4o,589,Whippet,1623.899100000017,
base,gpt-4o,590,Wire-Haired Fox Terrier,1279.5751000003293,
base,gpt-4o,591,Wire-Haired Fox Terrier,1598.5615999998117,
base,gpt-4o,592,Wire-Haired Fox Terrier,1536.3400999995065,
base,gpt-4o,593,Wire-Haired Fox Terrier,1630.4080999998405,
base,gpt-4o,594,Wire-Haired Fox Terrier,1619.4248000001608,
base,gpt-4o,595,Yorkshire Terrier,1561.7391000005227,
base,gpt-4o,596,Yorkshire Terrier,1659.5590999995693,
base,gpt-4o,597,Yorkshire Terrier,1534.2909999999392,
base,gpt-4o,598,Yorkshire Terrier,1585.8200000002398,
base,gpt-4o,599,Yorkshire Terrier,1709.6268999994209,
fine_tuned,gpt-4o-2024-08-06-ft,0,Affenpinscher,1658.27470000022,
fine_tuned,gpt-4o-2024-08-06-ft,1,Affenpinscher,2028.2317000001058,
fine_tuned,gpt-4o-2024-08-06-ft,2,Affenpinscher,1748.9324999996825,
fine_tuned,gpt-4o-2024-08-06-ft,3,Affenpinscher,1575.8012000005692,
fine_tuned,gpt-4o-2024-08-06-ft,4,Affenpinscher,1354.2250999998942,
fine_tuned,gpt-4o-2024-08-06-ft,5,Afghan Hound,1747.820600000523,
fine_tuned,gpt-4o-2024-08-06-ft,6,Afghan Hound,1320.602300000246,
fine_tuned,gpt-4o-2024-08-06-ft,7,Afghan Hound,1836.5712999993775,
fine_tuned,gpt-4o-2024-08-06-ft,8,Afghan Hound,1402.7538999998796,
fine_tuned,gpt-4o-2024-08-06-ft,9,Afghan Hound,2208.9416000007986,
fine_tuned,gpt-4o-2024-08-06-ft,10,African Hunting Dog,1458.2642999994277,
fine_tuned,gpt-4o-2024-08-06-ft,11,African Hunting Dog,1915.7642999998643,
fine_tuned,gpt-4o-2024-08-06-ft,12,African Hunting Dog,1991.3946000006035,
fine_tuned,gpt-4o-2024-08-06-ft,13,African Hunting Dog,2087.148999999954,
fine_tuned,gpt-4o-2024-08-06-ft,14,African Hunting Dog,1905.57919999992,
fine_tuned,gpt-4o-2024-08-06-ft,15,Airedale,1876.9754000004468,
fine_tuned,gpt-4o-2024-08-06-ft,16,Airedale,1656.8587000001571,
fine_tuned,gpt-4o-2024-08-06-ft,17,Airedale,1819.2963999999847,
fine_tuned,gpt-4o-2024-08-06-ft,18,Airedale,2362.881000000016,
fine_tuned,gpt-4o-2024-08-06-ft,19,Airedale,1704.363299999386,
fine_tuned,gpt-4o-2024-08-06-ft,20,American Staffordshire Terrier,1439.4228000001021,
fine_tuned,gpt-4o-2024-08-06-ft,21,American Staffordshire Terrier,1734.657199999674,
fine_tuned,gpt-4o-2024-08-06-ft,22,American Staffordshire Terrier,3234.9001000002318,
fine_tuned,gpt-4o-2024-08-06-ft,23,American Staffordshire Terrier,1708.2857000004879,
fine_tuned,gpt-4o-2024-08-06-ft,24,American Staffordshire Terrier,1604.3754000002082,
fine_tuned,gpt-4o-2024-08-06-ft,25,Appenzeller,1514.44150000043,
fine_tuned,gpt-4o-2024-08-06-ft,26,Appenzeller,1740.1038999996672,
fine_tuned,gpt-4o-2024-08-06-ft,27,Appenzeller,1334.7592000000077,
fine_tuned,gpt-4o-2024-08-06-ft,28,Appenzeller,1692.4941999996008,
fine_tuned,gpt-4o-2024-08-06-ft,29,Appenzeller,1682.112600000437,
fine_tuned,gpt-4o-2024-08-06-ft,30,Australian Terrier,1210.1166000002195,
fine_tuned,gpt-4o-2024-08-06-ft,31,Australian Terrier,1224.8163999993267,
fine_tuned,gpt-4o-2024-08-06-ft,32,Australian Terrier,1422.4002999999357,
fine_tuned,gpt-4o-2024-08-06-ft,33,Australian Terrier,1317.7684000002046,
fine_tuned,gpt-4o-2024-08-06-ft,34,Australian Terrier,1244.4014000002426,
fine_tuned,gpt-4o-2024-08-06-ft,35,Basenji,1596.2744999997085,
fine_tuned,gpt-4o-2024-08-06-ft,36,Basenji,2150.412099999812,
fine_tuned,gpt-4o-2024-08-06-ft,37,Basenji,1870.2026000000842,
fine_tuned,gpt-4o-2024-08-06-ft,38,Basenji,1278.7347000003138,
fine_tuned,gpt-4o-2024-08-06-ft,39,Basenji,1669.2424000002575,
fine_tuned,gpt-4o-2024-08-06-ft,40,Basset,1192.9669999999533,
fine_tuned,gpt-4o-2024-08-06-ft,41,Basset,1449.8361999994813,
fine_tuned,gpt-4o-2024-08-06-ft,42,Basset,1735.3336999995008,
fine_tuned,gpt-4o-2024-08-06-ft,43,Basset,1493.4904000001552,
fine_tuned,gpt-4o-2024-08-06-ft,44,Basset,1600.7515999999669,
fine_tuned,gpt-4o-2024-08-06-ft,45,Beagle,1710.8421000002636,
fine_tuned,gpt-4o-2024-08-06-ft,46,Beagle,2080.9528999998292,
fine_tuned,gpt-4o-2024-08-06-ft,47,Beagle,1577.7264999996987,
fine_tuned,gpt-4o-2024-08-06-ft,48,Beagle,1150.7029000003968,
fine_tuned,gpt-4o-2024-08-06-ft,49,Beagle,1356.3696999999593,
fine_tuned,gpt-4o-2024-08-06-ft,50,Bedlington Terrier,1601.4719999993758,
fine_tuned,gpt-4o-2024-08-06-ft,51,Bedlington Terrier,1441.8823999994856,
fine_tuned,gpt-4o-2024-08-06-ft,52,Bedlington Terrier,1636.4284999999654,
fine_tuned,gpt-4o-2024-08-06-ft,53,Bedlington Terrier,1496.3467000006858,
fine_tuned,gpt-4o-2024-08-06-ft,54,Bedlington Terrier,1242.8366000003734,
fine_tuned,gpt-4o-2024-08-06-ft,55,Bernese Mountain Dog,1757.6344999997673,
fine_tuned,gpt-4o-2024-08-06-ft,56,Bernese Mountain Dog,1921.32649999985,
fine_tuned,gpt-4o-2024-08-06-ft,57,Bernese Mountain Dog,1601.9159000006766,
fine_tuned,gpt-4o-2024-08-06-ft,58,Bernese Mountain Dog,1643.264199999976,
fine_tuned,gpt-4o-2024-08-06-ft,59,Bernese Mountain Dog,1647.2766999995656,
fine_tuned,gpt-4o-2024-08-06-ft,60,Black-And-Tan Coonhound,1443.8236999994842,
fine_tuned,gpt-4o-2024-08-06-ft,61,Black-And-Tan Coonhound,1385.5690999998842,
fine_tuned,gpt-4o-2024-08-06-ft,62,Black-And-Tan Coonhound,1853.4534999998868,
fine_tuned,gpt-4o-2024-08-06-ft,63,Black-And-Tan Coonhound,1354.313099999672,
fine_tuned,gpt-4o-2024-08-06-ft,64,Black-And-Tan Coonhound,1647.6086000002397,
fine_tuned,gpt-4o-2024-08-06-ft,65,Blenheim Spaniel,1418.0220000007466,
fine_tuned,gpt-4o-2024-08-06-ft,66,Blenheim Spaniel,1483.4429000002274,
fine_tuned,gpt-4o-2024-08-06-ft,67,Blenheim Spaniel,1346.9395000001896,
fine_tuned,gpt-4o-2024-08-06-ft,68,Blenheim Spaniel,1417.0214000005217,
fine_tuned,gpt-4o-2024-08-06-ft,69,Blenheim Spaniel,1210.7485000005909,
fine_tuned,gpt-4o-2024-08-06-ft,70,Bloodhound,1720.2654999991864,
fine_tuned,gpt-4o-2024-08-06-ft,71,Bloodhound,1266.1552999998094,
fine_tuned,gpt-4o-2024-08-06-ft,72,Bloodhound,1249.5774999997593,
fine_tuned,gpt-4o-2024-08-06-ft,73,Bloodhound,1445.8511000002545,
fine_tuned,gpt-4o-2024-08-06-ft,74,Bloodhound,1330.1390000005995,
fine_tuned,gpt-4o-2024-08-06-ft,75,Bluetick,1657.9867999998896,
fine_tuned,gpt-4o-2024-08-06-ft,76,Bluetick,1383.3008999999947,
fine_tuned,gpt-4o-2024-08-06-ft,77,Bluetick,1508.2413000000088,
fine_tuned,gpt-4o-2024-08-06-ft,78,Bluetick,1690.8978000001298,
fine_tuned,gpt-4o-2024-08-06-ft,79,Bluetick,1450.56250000016,
fine_tuned,gpt-4o-2024-08-06-ft,80,Border Collie,1532.6217000001634,
fine_tuned,gpt-4o-2024-08-06-ft,81,Border Collie,1503.8441999995484,
fine_tuned,gpt-4o-2024-08-06-ft,82,Border Collie,1566.0987000001114,
fine_tuned,gpt-4o-2024-08-06-ft,83,Border Collie,1347.2333999998227,
fine_tuned,gpt-4o-2024-08-06-ft,84,Border Collie,1569.4551000005958,
fine_tuned,gpt-4o-2024-08-06-ft,85,Border Terrier,1345.7001999995555,
fine_tuned,gpt-4o-2024-08-06-ft,86,Border Terrier,1632.0605999999316,
fine_tuned,gpt-4o-2024-08-06-ft,87,Border Terrier,1222.0720999994228,
fine_tuned,gpt-4o-2024-08-06-ft,88,Border Terrier,1467.9529999993974,
fine_tuned,gpt-4o-2024-08-06-ft,89,Border Terrier,1145.0995000004696,
fine_tuned,gpt-4o-2024-08-06-ft,90,Borzoi,1154.5475000002625,
fine_tuned,gpt-4o-2024-08-06-ft,91,Borzoi,1614.0446999997948,
fine_tuned,gpt-4o-2024-08-06-ft,92,Borzoi,1595.2704000001177,
fine_tuned,gpt-4o-2024-08-06-ft,93,Borzoi,1247.6717999998073,
fine_tuned,gpt-4o-2024-08-06-ft,94,Borzoi,1663.4601000005205,
fine_tuned,gpt-4o-2024-08-06-ft,95,Boston Bull,1503.2293000003847,
fine_tuned,gpt-4o-2024-08-06-ft,96,Boston Bull,1611.0601000000315,
fine_tuned,gpt-4o-2024-08-06-ft,97,Boston Bull,1600.6538999999975,
fine_tuned,gpt-4o-2024-08-06-ft,98,Boston Bull,1483.0365999996502,
fine_tuned,gpt-4o-2024-08-06-ft,99,Boston Bull,1524.8800999997911,
fine_tuned,gpt-4o-2024-08-06-ft,100,Bouvier Des Flandres,1350.0567999999475,
fine_tuned,gpt-4o-2024-08-06-ft,101,Bouvier Des Flandres,1498.8640999999916,
fine_tuned,gpt-4o-2024-08-06-ft,102,Bouvier Des Flandres,1888.3010000008653,
fine_tuned,gpt-4o-2024-08-06-ft,103,Bouvier Des Flandres,1456.9720999998026,
fine_tuned,gpt-4o-2024-08-06-ft,104,Bouvier Des Flandres,1553.014200000689,
fine_tuned,gpt-4o-2024-08-06-ft,105,Boxer,1291.6337000006024,
fine_tuned,gpt-4o-2024-08-06-ft,106,Boxer,1561.9707000005292,
fine_tuned,gpt-4o-2024-08-06-ft,107,Boxer,1307.9922000006263,
fine_tuned,gpt-4o-2024-08-06-ft,108,Boxer,1472.1551999991789,
fine_tuned,gpt-4o-2024-08-06-ft,109,Boxer,1597.344200000407,
fine_tuned,gpt-4o-2024-08-06-ft,110,Brabancon Griffon,1391.3548000000446,
fine_tuned,gpt-4o-2024-08-06-ft,111,Brabancon Griffon,1412.68349999973,
fine_tuned,gpt-4o-2024-08-06-ft,112,Brabancon Griffon,1265.172000000348,
fine_tuned,gpt-4o-2024-08-06-ft,113,Brabancon Griffon,1331.668499999978,
fine_tuned,gpt-4o-2024-08-06-ft,114,Brabancon Griffon,1229.5592000000397,
fine_tuned,gpt-4o-2024-08-06-ft,115,Briard,1532.8096000002915,
fine_tuned,gpt-4o-2024-08-06-ft,116,Briard,1406.9982000000891,
fine_tuned,gpt-4o-2024-08-06-ft,117,Briard,1545.7472999996753,
fine_tuned,gpt-4o-2024-08-06-ft,118,Briard,1616.5335999994568,
fine_tuned,gpt-4o-2024-08-06-ft,119,Briard,1631.1513999999079,
fine_tuned,gpt-4o-2024-08-06-ft,120,Brittany Spaniel,1438.7576000008266,
fine_tuned,gpt-4o-2024-08-06-ft,121,Brittany Spaniel,1245.531999999912,
fine_tuned,gpt-4o-2024-08-06-ft,122,Brittany Spaniel,1731.2117999999828,
fine_tuned,gpt-4o-2024-08-06-ft,123,Brittany Spaniel,1585.9132000005047,
fine_tuned,gpt-4o-2024-08-06-ft,124,Brittany Spaniel,1107.4122999998508,
fine_tuned,gpt-4o-2024-08-06-ft,125,Bull Mastiff,1145.6140000000232,
fine_tuned,gpt-4o-2024-08-06-ft,126,Bull Mastiff,1527.6239999993777,
fine_tuned,gpt-4o-2024-08-06-ft,127,Bull Mastiff,1514.4648999994388,
fine_tuned,gpt-4o-2024-08-06-ft,128,Bull Mastiff,1500.5991999996695,
fine_tuned,gpt-4o-2024-08-06-ft,129,Bull Mastiff,1683.6745999999039,
fine_tuned,gpt-4o-2024-08-06-ft,130,Cairn,1667.065999999977,
fine_tuned,gpt-4o-2024-08-06-ft,131,Cairn,1557.3851999997714,
fine_tuned,gpt-4o-2024-08-06-ft,132,Cairn,1722.4459999997634,
fine_tuned,gpt-4o-2024-08-06-ft,133,Cairn,1425.1699999995253,
fine_tuned,gpt-4o-2024-08-06-ft,134,Cairn,1633.8245000006282,
fine_tuned,gpt-4o-2024-08-06-ft,135,Cardigan,1445.053800000096,
fine_tuned,gpt-4o-2024-08-06-ft,136,Cardigan,1473.4214000000065,
fine_tuned,gpt-4o-2024-08-06-ft,137,Cardigan,1483.1070000000182,
fine_tuned,gpt-4o-2024-08-06-ft,138,Cardigan,1330.4197999996177,
fine_tuned,gpt-4o-2024-08-06-ft,139,Cardigan,1700.7801999998264,
fine_tuned,gpt-4o-2024-08-06-ft,140,Chesapeake Bay Retriever,1250.0067000000854,
fine_tuned,gpt-4o-2024-08-06-ft,141,Chesapeake Bay Retriever,1614.284499999485,
fine_tuned,gpt-4o-2024-08-06-ft,142,Chesapeake Bay Retriever,1314.0153999993345,
fine_tuned,gpt-4o-2024-08-06-ft,143,Chesapeake Bay Retriever,1281.5802000004624,
fine_tuned,gpt-4o-2024-08-06-ft,144,Chesapeake Bay Retriever,1528.3905999995113,
fine_tuned,gpt-4o-2024-08-06-ft,145,Chihuahua,1278.821699999753,
fine_tuned,gpt-4o-2024-08-06-ft,146,Chihuahua,1489.8363000002064,
fine_tuned,gpt-4o-2024-08-06-ft,147,Chihuahua,1189.8740999995425,
fine_tuned,gpt-4o-2024-08-06-ft,148,Chihuahua,1227.008200000455,
fine_tuned,gpt-4o-2024-08-06-ft,149,Chihuahua,1482.6654999997118,
fine_tuned,gpt-4o-2024-08-06-ft,150,Chow,1618.0154000003313,
fine_tuned,gpt-4o-2024-08-06-ft,151,Chow,1273.4468999997262,
fine_tuned,gpt-4o-2024-08-06-ft,152,Chow,1143.80170000004,
fine_tuned,gpt-4o-2024-08-06-ft,153,Chow,1611.6308000000572,
fine_tuned,gpt-4o-2024-08-06-ft,154,Chow,1033.0568999997922,
fine_tuned,gpt-4o-2024-08-06-ft,155,Clumber,1263.6894999996002,
fine_tuned,gpt-4o-2024-08-06-ft,156,Clumber,1230.33630000009,
fine_tuned,gpt-4o-2024-08-06-ft,157,Clumber,1043.4526999997615,
fine_tuned,gpt-4o-2024-08-06-ft,158,Clumber,1562.7841999994416,
fine_tuned,gpt-4o-2024-08-06-ft,159,Clumber,1572.932199999741,
fine_tuned,gpt-4o-2024-08-06-ft,160,Cocker Spaniel,1573.915200000556,
fine_tuned,gpt-4o-2024-08-06-ft,161,Cocker Spaniel,1629.2480000001888,
fine_tuned,gpt-4o-2024-08-06-ft,162,Cocker Spaniel,1740.8423999995648,
fine_tuned,gpt-4o-2024-08-06-ft,163,Cocker Spaniel,3381.8013999998584,
fine_tuned,gpt-4o-2024-08-06-ft,164,Cocker Spaniel,1235.9237999999095,
fine_tuned,gpt-4o-2024-08-06-ft,165,Collie,1512.178899999526,
fine_tuned,gpt-4o-2024-08-06-ft,166,Collie,1478.1357000001663,
fine_tuned,gpt-4o-2024-08-06-ft,167,Collie,1627.7534000000742,
fine_tuned,gpt-4o-2024-08-06-ft,168,Collie,1301.5761000006023,
fine_tuned,gpt-4o-2024-08-06-ft,169,Collie,2301.954699999442,
fine_tuned,gpt-4o-2024-08-06-ft,170,Curly-Coated Retriever,1507.8687999994145,
fine_tuned,gpt-4o-2024-08-06-ft,171,Curly-Coated Retriever,1370.0590999997075,
fine_tuned,gpt-4o-2024-08-06-ft,172,Curly-Coated Retriever,1559.8136999997223,
fine_tuned,gpt-4o-2024-08-06-ft,173,Curly-Coated Retriever,1679.539400000067,
fine_tuned,gpt-4o-2024-08-06-ft,174,Curly-Coated Retriever,1506.1537999999928,
fine_tuned,gpt-4o-2024-08-06-ft,175,Dandie Dinmont,1534.0884000006554,
fine_tuned,gpt-4o-2024-08-06-ft,176,Dandie Dinmont,1557.4804999996559,
fine_tuned,gpt-4o-2024-08-06-ft,177,Dandie Dinmont,1507.046800000353,
fine_tuned,gpt-4o-2024-08-06-ft,178,Dandie Dinmont,1401.947499999551,
fine_tuned,gpt-4o-2024-08-06-ft,179,Dandie Dinmont,1487.3999000001277,
fine_tuned,gpt-4o-2024-08-06-ft,180,Dhole,1477.322699999604,
fine_tuned,gpt-4o-2024-08-06-ft,181,Dhole,1362.2720000003028,
fine_tuned,gpt-4o-2024-08-06-ft,182,Dhole,1783.8582999993378,
fine_tuned,gpt-4o-2024-08-06-ft,183,Dhole,1709.3744000003426,
fine_tuned,gpt-4o-2024-08-06-ft,184,Dhole,1561.8766000006872,
fine_tuned,gpt-4o-2024-08-06-ft,185,Dingo,1254.320099999859,
fine_tuned,gpt-4o-2024-08-06-ft,186,Dingo,1467.999499999678,
fine_tuned,gpt-4o-2024-08-06-ft,187,Dingo,1617.8380999999717,
fine_tuned,gpt-4o-2024-08-06-ft,188,Dingo,1410.7395999999426,
fine_tuned,gpt-4o-2024-08-06-ft,189,Dingo,1245.7016999996995,
fine_tuned,gpt-4o-2024-08-06-ft,190,Doberman,1592.666200000167,
fine_tuned,gpt-4o-2024-08-06-ft,191,Doberman,1361.4072000000306,
fine_tuned,gpt-4o-2024-08-06-ft,192,Doberman,1502.6796000001923,
fine_tuned,gpt-4o-2024-08-06-ft,193,Doberman,1433.755499999279,
fine_tuned,gpt-4o-2024-08-06-ft,194,Doberman,953.4740999997666,
fine_tuned,gpt-4o-2024-08-06-ft,195,English Foxhound,1106.9486999995206,
fine_tuned,gpt-4o-2024-08-06-ft,196,English Foxhound,1630.5498000001535,
fine_tuned,gpt-4o-2024-08-06-ft,197,English Foxhound,1312.0249000003241,
fine_tuned,gpt-4o-2024-08-06-ft,198,English Foxhound,1215.3908999998748,
fine_tuned,gpt-4o-2024-08-06-ft,199,English Foxhound,1709.4692000000578,
fine_tuned,gpt-4o-2024-08-06-ft,200,English Setter,1231.1547999997856,
fine_tuned,gpt-4o-2024-08-06-ft,201,English Setter,1087.4048000005132,
fine_tuned,gpt-4o-2024-08-06-ft,202,English Setter,1367.0443999999407,
fine_tuned,gpt-4o-2024-08-06-ft,203,English Setter,1190.036300000429,
fine_tuned,gpt-4o-2024-08-06-ft,204,English Setter,1532.1381000003385,
fine_tuned,gpt-4o-2024-08-06-ft,205,English Springer,1286.3407999993797,
fine_tuned,gpt-4o-2024-08-06-ft,206,English Springer,1692.9513999994015,
fine_tuned,gpt-4o-2024-08-06-ft,207,English Springer,1472.6274000004196,
fine_tuned,gpt-4o-2024-08-06-ft,208,English Springer,1614.6211999994193,
fine_tuned,gpt-4o-2024-08-06-ft,209,English Springer,1697.0601000002716,
fine_tuned,gpt-4o-2024-08-06-ft,210,Entlebucher,1673.0231999999887,
fine_tuned,gpt-4o-2024-08-06-ft,211,Entlebucher,1366.2185000002864,
fine_tuned,gpt-4o-2024-08-06-ft,212,Entlebucher,1276.0018999997556,
fine_tuned,gpt-4o-2024-08-06-ft,213,Entlebucher,1704.4746999999916,
fine_tuned,gpt-4o-2024-08-06-ft,214,Entlebucher,1297.839599999861,
fine_tuned,gpt-4o-2024-08-06-ft,215,Eskimo Dog,1486.885600000278,
fine_tuned,gpt-4o-2024-08-06-ft,216,Eskimo Dog,1363.6563999998543,
fine_tuned,gpt-4o-2024-08-06-ft,217,Eskimo Dog,1543.624699999782,
fine_tuned,gpt-4o-2024-08-06-ft,218,Eskimo Dog,1550.3546999998434,
fine_tuned,gpt-4o-2024-08-06-ft,219,Eskimo Dog,1492.583399999603,
fine_tuned,gpt-4o-2024-08-06-ft,220,Flat-Coated Retriever,1408.0364000001282,
fine_tuned,gpt-4o-2024-08-06-ft,221,Flat-Coated Retriever,1389.9201000003814,
fine_tuned,gpt-4o-2024-08-06-ft,222,Flat-Coated Retriever,1404.283800000485,
fine_tuned,gpt-4o-2024-08-06-ft,223,Flat-Coated Retriever,1168.23420000037,
fine_tuned,gpt-4o-2024-08-06-ft,224,Flat-Coated Retriever,1359.6379999999044,
fine_tuned,gpt-4o-2024-08-06-ft,225,French Bulldog,1619.4202000006044,
fine_tuned,gpt-4o-2024-08-06-ft,226,French Bulldog,1674.1573999997854,
fine_tuned,gpt-4o-2024-08-06-ft,227,French Bulldog,1665.623300000334,
fine_tuned,gpt-4o-2024-08-06-ft,228,French Bulldog,1749.474100000043,
fine_tuned,gpt-4o-2024-08-06-ft,229,French Bulldog,1626.8773000001602,
fine_tuned,gpt-4o-2024-08-06-ft,230,German Shepherd,1484.602999999879,
fine_tuned,gpt-4o-2024-08-06-ft,231,German Shepherd,1476.496600000246,
fine_tuned,gpt-4o-2024-08-06-ft,232,German Shepherd,1848.1341999995493,
fine_tuned,gpt-4o-2024-08-06-ft,233,German Shepherd,1455.241599999681,
fine_tuned,gpt-4o-2024-08-06-ft,234,German Shepherd,1541.0658000000694,
fine_tuned,gpt-4o-2024-08-06-ft,235,German Short-Haired Pointer,1396.1112999995748,
fine_tuned,gpt-4o-2024-08-06-ft,236,German Short-Haired Pointer,1501.5700000003562,
fine_tuned,gpt-4o-2024-08-06-ft,237,German Short-Haired Pointer,1196.0728000003655,
fine_tuned,gpt-4o-2024-08-06-ft,238,German Short-Haired Pointer,1155.718699999852,
fine_tuned,gpt-4o-2024-08-06-ft,239,German Short-Haired Pointer,1634.2881999999008,
fine_tuned,gpt-4o-2024-08-06-ft,240,Giant Schnauzer,1536.3776000003782,
